날짜,원/미국달러(매매기준율),원/위안(매매기준율),원/일본엔(100엔)
2023-08-18,"1,341.60",182.8,920.76
2023-08-21,"1,336.90",183.27,919.75
2023-08-22,"1,341.50",183.13,917.48
2023-08-23,"1,338.70",183.37,918.05
2023-08-24,"1,338.00",183.29,924.38
2023-08-25,"1,324.00",181.54,906.88
2023-08-28,"1,326.60",182.1,905
2023-08-29,"1,322.50",181.65,903.13
2023-08-30,"1,322.00",181.34,906.69
2023-08-31,"1,321.40",181.09,905.07
2023-09-01,"1,322.30",181.35,908.64
2023-09-04,"1,319.20",181.77,902.94
2023-09-05,"1,319.30",181.37,900.45
2023-09-06,"1,324.30",181.65,897.86
2023-09-07,"1,332.60",182.04,902.63
2023-09-08,"1,334.70",182.02,906.2
2023-09-11,"1,333.40",181.35,905.75
2023-09-12,"1,332.40",181.82,909.08
2023-09-13,"1,326.10",181.46,901.59
2023-09-14,"1,327.80",181.9,901.18
2023-09-15,"1,326.10",182.26,899.08
2023-09-18,"1,327.60",182.58,897.91
2023-09-19,"1,326.00",182.06,898.34
2023-09-20,"1,323.70",181.28,896.18
2023-09-21,"1,329.30",181.86,896.45
2023-09-22,"1,339.10",183.35,907.34
2023-09-25,"1,337.60",183.16,901.32
2023-09-26,"1,333.70",182.63,896.21
2023-09-27,"1,344.80",184.27,902.22
2023-10-04,"1,351.30",184.68,906.27
2023-10-05,"1,360.60",185.76,913.37
2023-10-06,"1,349.40",184.31,909.08
2023-10-10,"1,348.30",184.44,908.25
2023-10-11,"1,348.30",185,907.55
2023-10-12,"1,339.60",183.68,898.97
2023-10-13,"1,339.90",183.63,894.73
2023-10-16,"1,349.40",184.7,901.98
2023-10-17,"1,353.80",185.25,905.1
2023-10-18,"1,351.90",184.75,902.56
2023-10-19,"1,351.70",184.76,901.95
2023-10-20,"1,357.60",185.41,906.18
2023-10-23,"1,355.10",184.76,904.15
2023-10-24,"1,353.20",184.48,903.97
2023-10-25,"1,343.90",183.94,896.74
2023-10-26,"1,347.00",184.18,896.98
2023-10-27,"1,357.10",185.18,902.42
2023-10-30,"1,352.30",184.42,903.43
2023-10-31,"1,352.80",184.51,907.04
2023-11-01,"1,349.60",184.29,892.39
2023-11-02,"1,356.90",185.02,900.64
2023-11-03,"1,343.20",183.2,892.67
2023-11-06,"1,325.80",180.49,887.27
2023-11-07,"1,303.20",178.58,868.8
2023-11-08,"1,306.10",179.41,868.62
2023-11-09,"1,305.50",179.22,865.23
2023-11-10,"1,309.00",179.36,864.94
2023-11-13,"1,316.70",180.3,869.22
2023-11-14,"1,322.70",181.2,872.12
2023-11-15,"1,325.30",181.68,881.07
2023-11-16,"1,302.00",179.41,860.66
2023-11-17,"1,303.90",179.49,865.29
2023-11-20,"1,294.40",178.38,864.58
2023-11-21,"1,292.40",179.57,871.89
2023-11-22,"1,287.70",180.22,869.57
2023-11-23,"1,295.70",181.31,866.54
2023-11-24,"1,298.70",181.61,868.26
2023-11-27,"1,302.10",182.04,870.82
2023-11-28,"1,304.70",182.54,878.08
2023-11-29,"1,294.00",180.74,878.27
2023-11-30,"1,289.00",180.91,877.29
2023-12-01,"1,290.40",180.7,871.21
2023-12-04,"1,303.20",182.29,890.41
2023-12-05,"1,301.80",182.48,884.53
2023-12-06,"1,311.70",183.6,891.55
2023-12-07,"1,312.40",183.16,891.36
2023-12-08,"1,322.70",184.27,919.15
2023-12-11,"1,307.90",182.55,903.09
2023-12-12,"1,318.30",183.31,901.93
2023-12-13,"1,315.70",183.08,904.76
2023-12-14,"1,316.50",183,923.76
2023-12-15,"1,295.60",181.5,912.04
2023-12-18,"1,294.70",181.72,909.93
2023-12-19,"1,298.70",181.93,909.42
2023-12-20,"1,304.70",182.56,906.89
2023-12-21,"1,300.20",182.1,906.35
2023-12-22,"1,303.80",182.39,917.59
2023-12-26,"1,300.70",181.85,914.63
2023-12-27,"1,296.80",181.45,911.15
2023-12-28,"1,294.40",181.04,914.16
2023-12-29,"1,289.40",180.84,912.66
