NO,시군구,번지,본번,부번,단지명,전용면적(㎡),계약년월,계약일,거래금액(만원),동,층,매수자,매도자,건축년도,도로명,해제사유발생일,거래유형,중개사소재지,등기일자,시군구_구,주소_합치기,latitude,longitude
2372,서울특별시 강서구 화곡동,1091,1091,0,화곡푸르지오,125.021,201811,16,"94,000",-,14,-,-,2002,화곡로13길 107,-,-,-,-,서울특별시 강서구 ,서울특별시 강서구  화곡로13길 107,37.5472449743241,126.832243922532
2373,서울특별시 양천구 목동,904,904,0,목동신시가지4,67.58,201811,16,"111,000",-,15,-,-,1986,목동서로 130,-,-,-,-,서울특별시 양천구 ,서울특별시 양천구  목동서로 130,37.5315163480803,126.870904725016
2374,서울특별시 양천구 목동,908-28,908,28,부영2,123.08,201811,16,"105,000",-,17,-,-,2000,목동동로 401,-,-,-,-,서울특별시 양천구 ,서울특별시 양천구  목동동로 401,37.5363752723271,126.881126305795
2375,서울특별시 강서구 화곡동,46-120,46,120,에이원A동,59.42,201811,16,"23,000",-,1,-,-,2005,까치산로14길 26-10,-,-,-,-,서울특별시 강서구 ,서울특별시 강서구  까치산로14길 26-10,37.5449083685813,126.84797938261
2376,서울특별시 강서구 화곡동,926-5,926,5,한양아이클래스,13.79,201811,16,"8,700",-,9,-,-,2013,강서로7길 107,-,-,-,-,서울특별시 강서구 ,서울특별시 강서구  강서로7길 107,37.5288410646222,126.84176976763
2377,서울특별시 강서구 내발산동,657,657,0,우장산힐스테이트,101.87,201811,16,"114,500",-,15,-,-,2005,강서로 348,-,-,-,-,서울특별시 강서구 ,서울특별시 강서구  강서로 348,37.5570784073479,126.83808109977
2378,서울특별시 강서구 방화동,619-7,619,7,AirPalace(619-7),18.6,201811,16,"9,900",-,5,-,-,2013,개화동로27가길 33,-,-,-,-,서울특별시 강서구 ,서울특별시 강서구  개화동로27가길 33,37.5627209818902,126.807522731364
2379,서울특별시 양천구 신정동,1219-1,1219,1,신일해피트리,69.66,201811,16,"39,800",-,9,-,-,2004,중앙로29길 64,-,-,-,-,서울특별시 양천구 ,서울특별시 양천구  중앙로29길 64,37.5175025209154,126.848732242397
2380,서울특별시 양천구 신월동,1063,1063,0,롯데캐슬,59.747,201811,16,"66,500",-,19,-,-,2014,중앙로29길 61,-,-,-,-,서울특별시 양천구 ,서울특별시 양천구  중앙로29길 61,37.5195419716155,126.848124974896
2381,서울특별시 양천구 신월동,341-1,341,1,길훈,42.57,201811,16,"16,900",-,1,-,-,1987,지양로 101,-,-,-,-,서울특별시 양천구 ,서울특별시 양천구  지양로 101,37.5234956753563,126.831464966348
2382,서울특별시 노원구 월계동,320-11,320,11,사슴3,33.18,201811,16,"23,000",-,7,-,-,1995,월계로55길 15,-,-,-,-,서울특별시 노원구 ,서울특별시 노원구  월계로55길 15,37.6323964230017,127.059849039082
2383,서울특별시 도봉구 창동,824,824,0,창동한승미메이드,59.9543,201811,16,"32,000",-,9,-,-,2004,덕릉로60길 164-13,-,-,-,-,서울특별시 도봉구 ,서울특별시 도봉구  덕릉로60길 164-13,37.6331637902992,127.042883631915
2384,서울특별시 노원구 중계동,363,363,0,대림벽산(363),141.45,201811,16,"98,000",-,8,-,-,1993,한글비석로8길 20,-,-,-,-,서울특별시 노원구 ,서울특별시 노원구  한글비석로8길 20,37.6478390813696,127.078368336517
2385,서울특별시 노원구 공릉동,670-6,670,6,미라쉘,17.77,201811,16,"15,800",-,7,-,-,2018,화랑로 441,-,-,-,-,서울특별시 노원구 ,서울특별시 노원구  화랑로 441,37.6182380045872,127.076317454153
2386,서울특별시 은평구 갈현동,467-2,467,2,역촌맨션,65.78,201811,16,"25,000",-,6,-,-,1973,연서로17길 12,-,-,-,-,서울특별시 은평구 ,서울특별시 은평구  연서로17길 12,37.6132750061106,126.914740346088
2387,서울특별시 도봉구 방학동,271-1,271,1,신동아아파트1,51.27,201811,16,"22,500",-,10,-,-,1986,방학로 193,-,-,-,-,서울특별시 도봉구 ,서울특별시 도봉구  방학로 193,37.6609324564424,127.027892798566
2388,서울특별시 노원구 월계동,13,13,0,삼호3,59.22,201811,16,"45,000",-,9,-,-,1986,마들로 111,-,-,-,-,서울특별시 노원구 ,서울특별시 노원구  마들로 111,37.6238343591525,127.064778103315
2389,서울특별시 은평구 수색동,345-5,345,5,제일아파트나동(345-5),77.3,201811,15,"50,100",-,1,-,-,2007,수색로18길 45-15,-,-,-,-,서울특별시 은평구 ,서울특별시 은평구  수색로18길 45-15,37.5856179281576,126.894151440641
2390,서울특별시 도봉구 창동,810,810,0,신창,39.6,201811,15,"16,000",-,1,-,-,1998,덕릉로62길 13,-,-,-,-,서울특별시 도봉구 ,서울특별시 도봉구  덕릉로62길 13,37.6407388217293,127.041114346694
2391,서울특별시 노원구 상계동,1055,1055,0,상계1차현대아파트,83.92,201811,15,"32,800",-,1,-,-,1993,동일로237길 41,-,-,-,-,서울특별시 노원구 ,서울특별시 노원구  동일로237길 41,37.672750342271,127.052699611867
2392,서울특별시 노원구 상계동,173-1,173,1,벽산,43.35,201811,15,"24,500",-,9,-,-,1989,한글비석로 396,-,-,-,-,서울특별시 노원구 ,서울특별시 노원구  한글비석로 396,37.6623030184626,127.073581746977
2393,서울특별시 도봉구 창동,38,38,0,주공17단지,36.16,201811,15,"23,000",-,5,-,-,1989,덕릉로66길 17,-,-,-,-,서울특별시 도봉구 ,서울특별시 도봉구  덕릉로66길 17,37.6437121231525,127.053952436142
2394,서울특별시 도봉구 창동,38,38,0,주공17단지,36.16,201811,15,"22,000",-,14,-,-,1989,덕릉로66길 17,-,-,-,-,서울특별시 도봉구 ,서울특별시 도봉구  덕릉로66길 17,37.6437121231525,127.053952436142
2395,서울특별시 은평구 불광동,631-1,631,1,대호프라자아파트,59.97,201811,15,"33,000",-,10,-,-,2000,불광로 90,-,-,-,-,서울특별시 은평구 ,서울특별시 은평구  불광로 90,37.6150686709961,126.933000699618
2396,서울특별시 도봉구 쌍문동,723,723,0,신원2,84.99,201811,15,"34,000",-,4,-,-,1998,해등로 190,-,-,-,-,서울특별시 도봉구 ,서울특별시 도봉구  해등로 190,37.6582166673064,127.035759433408
2397,서울특별시 강북구 번동,234,234,0,주공4단지,76.51,201811,15,"40,800",-,14,-,-,1991,오현로 207,-,-,-,-,서울특별시 강북구 ,서울특별시 강북구  오현로 207,37.6308935874817,127.038680261439
2398,서울특별시 노원구 공릉동,705,705,0,동부아파트,59.34,201811,15,"29,800",-,1,-,-,1996,공릉로 206,-,-,-,-,서울특별시 노원구 ,서울특별시 노원구  공릉로 206,37.6284269324091,127.077932311009
2399,서울특별시 노원구 하계동,274,274,0,청솔(시영7),59.22,201811,15,"40,600",-,14,-,-,1989,공릉로59길 25,-,-,-,-,서울특별시 노원구 ,서울특별시 노원구  공릉로59길 25,37.6323091632046,127.071724912179
2400,서울특별시 노원구 월계동,13,13,0,삼호3,59.22,201811,15,"55,000",-,10,-,-,1986,마들로 111,-,-,-,-,서울특별시 노원구 ,서울특별시 노원구  마들로 111,37.6238343591525,127.064778103315
2401,서울특별시 노원구 월계동,780,780,0,청백3,39.84,201811,15,"20,500",-,2,-,-,1998,월계로45가길 89,-,-,-,-,서울특별시 노원구 ,서울특별시 노원구  월계로45가길 89,37.6318138735535,127.050544595126
2402,서울특별시 도봉구 방학동,271-1,271,1,신동아아파트1,43.35,201811,15,"21,000",-,3,-,-,1988,시루봉로 107,-,-,-,-,서울특별시 도봉구 ,서울특별시 도봉구  시루봉로 107,37.6612170251846,127.026150172257
2403,서울특별시 금천구 시흥동,1010,1010,0,벽산,84.99,201811,15,"40,700",-,9,-,-,2000,금하로 793,-,-,-,-,서울특별시 금천구 ,서울특별시 금천구  금하로 793,37.4522125872144,126.918245309403
2404,서울특별시 서초구 반포동,02-12,2,12,아크로리버파크,129.92,201811,15,"420,000",-,27,-,-,2016,신반포로15길 19,-,-,-,-,서울특별시 서초구 ,서울특별시 서초구  신반포로15길 19,37.5062519997568,126.992673104135
2405,서울특별시 동작구 사당동,105,105,0,극동(105),59.25,201811,15,"71,500",-,8,-,-,1993,동작대로29길 119,-,-,-,-,서울특별시 동작구 ,서울특별시 동작구  동작대로29길 119,37.4908886337091,126.976056747281
2406,서울특별시 금천구 시흥동,1010,1010,0,벽산,59.94,201811,15,"29,950",-,10,-,-,2000,금하로 793,-,-,-,-,서울특별시 금천구 ,서울특별시 금천구  금하로 793,37.4522125872144,126.918245309403
2407,서울특별시 구로구 개봉동,472,472,0,두산,84.96,201811,15,"39,000",-,8,-,-,1997,남부순환로95길 88,-,-,-,-,서울특별시 구로구 ,서울특별시 구로구  남부순환로95길 88,37.4953252173816,126.851730585144
2408,서울특별시 구로구 구로동,685-70,685,70,현대연예인,54.86,201811,15,"39,700",-,5,-,-,1989,구일로4길 46,-,-,-,-,서울특별시 구로구 ,서울특별시 구로구  구일로4길 46,37.4932672296102,126.87786990054
2409,서울특별시 영등포구 대림동,1121,1121,0,신대림자이1단지,84.14,201811,15,"62,800",-,7,-,-,2007,시흥대로173길 13,-,-,-,-,서울특별시 영등포구 ,서울특별시 영등포구  시흥대로173길 13,37.4865791105717,126.902341643176
2410,서울특별시 금천구 시흥동,1010,1010,0,벽산,114.84,201811,15,"36,600",-,9,-,-,2000,금하로 793,-,-,-,-,서울특별시 금천구 ,서울특별시 금천구  금하로 793,37.4522125872144,126.918245309403
2411,서울특별시 관악구 봉천동,1708,1708,0,두산,114.99,201811,15,"78,000",-,20,-,-,2000,은천로 86,-,-,-,-,서울특별시 관악구 ,서울특별시 관악구  은천로 86,37.4855481667887,126.944424787553
2412,서울특별시 서초구 잠원동,157,157,0,동아,59.8,201811,15,"140,000",-,13,-,-,2002,신반포로33길 15,-,-,-,-,서울특별시 서초구 ,서울특별시 서초구  신반포로33길 15,37.5090443276541,127.009524539003
2413,서울특별시 영등포구 문래동3가,94,94,0,문래힐스테이트,137.82,201811,15,"110,000",-,8,-,-,2003,문래로 82,-,-,-,-,서울특별시 영등포구 ,서울특별시 영등포구  문래로 82,37.51919146857,126.891032777219
2414,서울특별시 구로구 항동,233,233,0,현대홈타운스위트,84.9852,201811,15,"42,800",-,2,-,-,2004,연동로13길 25,-,-,-,-,서울특별시 구로구 ,서울특별시 구로구  연동로13길 25,37.4850638746129,126.81957030728
2415,서울특별시 금천구 독산동,958,958,0,을미월드힐,81.16,201811,15,"39,800",-,7,-,-,2006,남부순환로120길 17,-,-,-,-,서울특별시 금천구 ,서울특별시 금천구  남부순환로120길 17,37.478563715276,126.901444451182
2416,서울특별시 동작구 신대방동,565-21,565,21,우성2차,149.49,201811,15,"79,800",-,8,-,-,1995,여의대방로 8,-,-,-,-,서울특별시 동작구 ,서울특별시 동작구  여의대방로 8,37.493103626852,126.910601498561
2417,서울특별시 금천구 독산동,1141,1141,0,서초파레스,84.11,201811,15,"40,000",-,7,-,-,2005,시흥대로128길 19,-,-,-,-,서울특별시 금천구 ,서울특별시 금천구  시흥대로128길 19,37.470539351433,126.899551984941
2418,서울특별시 동작구 신대방동,565,565,0,우성1차,157.07,201811,15,"97,000",-,17,-,-,1988,여의대방로 22,-,-,-,-,서울특별시 동작구 ,서울특별시 동작구  여의대방로 22,37.4910969139998,126.911813692107
2419,서울특별시 영등포구 양평동1가,20,20,0,신동아,50.81,201811,15,"48,000",-,15,-,-,1982,영등포로12길 8,-,-,-,-,서울특별시 영등포구 ,서울특별시 영등포구  영등포로12길 8,37.5223553689921,126.887036959713
2420,서울특별시 관악구 봉천동,1717,1717,0,관악푸르지오,59.58,201811,15,"62,000",-,5,-,-,2004,관악로30길 27,-,-,-,-,서울특별시 관악구 ,서울특별시 관악구  관악로30길 27,37.4889663493891,126.960643252066
2421,서울특별시 구로구 구로동,1265,1265,0,구로두산,44.64,201811,15,"36,900",-,6,-,-,1998,도림로 59,-,-,-,-,서울특별시 구로구 ,서울특별시 구로구  도림로 59,37.4898993993674,126.888961869782
2422,서울특별시 관악구 봉천동,1707-1,1707,1,은천2단지아파트,59.93,201811,15,"54,000",-,12,-,-,2000,인헌12길 46-1,-,-,-,-,서울특별시 관악구 ,서울특별시 관악구  인헌12길 46-1,37.4706668327352,126.964563654363
2423,서울특별시 관악구 신림동,1698,1698,0,태흥,84.87,201811,15,"36,000",-,7,-,-,1995,호암로 541,-,-,-,-,서울특별시 관악구 ,서울특별시 관악구  호암로 541,37.466021748776,126.931073018846
2424,서울특별시 광진구 광장동,581,581,0,광장자이,158.26,201811,15,"159,500",-,14,-,-,2008,광나루로 595,-,-,-,-,서울특별시 광진구 ,서울특별시 광진구  광나루로 595,37.5426828561134,127.095049173913
2425,서울특별시 용산구 한강로3가,65-230,65,230,한강대우트럼프월드3,159.77,201811,15,"160,000",-,20,-,-,2004,한강대로 26,-,-,-,-,서울특별시 용산구 ,서울특별시 용산구  한강대로 26,37.5231469938916,126.962943339203
2426,서울특별시 동대문구 답십리동,488-18,488,18,센시티16,14.244,201811,15,"11,500",-,15,-,-,2013,전농로 16,-,-,-,-,서울특별시 동대문구 ,서울특별시 동대문구  전농로 16,37.5662726373652,127.056330227232
2427,서울특별시 용산구 동자동,45,45,0,센트레빌아스테리움서울,145.2,201811,15,"166,000",-,27,-,-,2013,한강대로 372,-,-,-,-,서울특별시 용산구 ,서울특별시 용산구  한강대로 372,37.5516315844006,126.972912206176
2428,서울특별시 성북구 정릉동,1034,1034,0,라온유,84.65,201811,15,"60,000",-,23,-,-,2008,정릉로 307,-,-,-,-,서울특별시 성북구 ,서울특별시 성북구  정릉로 307,37.6032285064084,127.017866208389
2429,서울특별시 중구 황학동,2545,2545,0,롯데캐슬,84.92,201811,15,"80,500",-,33,-,-,2008,청계천로 400,-,-,-,-,서울특별시 중구 ,서울특별시 중구  청계천로 400,37.5708105464699,127.021463886656
2430,서울특별시 중랑구 면목동,715,715,0,늘푸른동아,47.81,201811,15,"34,000",-,6,-,-,2002,동일로 476,-,-,-,-,서울특별시 중랑구 ,서울특별시 중랑구  동일로 476,37.5736890471969,127.080369617106
2431,서울특별시 성동구 하왕십리동,258,258,0,벽산,114.46,201811,15,"85,000",-,4,-,-,1996,무학로 50,-,-,-,-,서울특별시 성동구 ,서울특별시 성동구  무학로 50,37.5691096001774,127.032672663162
2432,서울특별시 성동구 하왕십리동,990,990,0,한신무학,114.59,201811,15,"74,800",-,4,-,-,1989,왕십리로31나길 22,-,-,-,-,서울특별시 성동구 ,서울특별시 성동구  왕십리로31나길 22,37.5623897051914,127.028483736629
2433,서울특별시 성동구 응봉동,97,97,0,대림(2차),84.53,201811,15,"73,500",-,15,-,-,1989,독서당로 431,-,-,-,-,서울특별시 성동구 ,서울특별시 성동구  독서당로 431,37.553710048311,127.032948865882
2434,서울특별시 광진구 광장동,570,570,0,상록타워아파트,49.65,201811,15,"27,950",-,5,-,-,1997,아차산로 540,-,-,-,-,서울특별시 광진구 ,서울특별시 광진구  아차산로 540,37.5423063852949,127.101477509191
2435,서울특별시 중랑구 망우동,576,576,0,가야써니빌,68.05,201811,15,"35,600",-,4,-,-,2002,상봉로26길 29,-,-,-,-,서울특별시 중랑구 ,서울특별시 중랑구  상봉로26길 29,37.5958198603651,127.094712021585
2436,서울특별시 성동구 마장동,784,784,0,세림,84.93,201811,15,"77,000",-,6,-,-,1986,마장로42길 16,-,-,-,-,서울특별시 성동구 ,서울특별시 성동구  마장로42길 16,37.56504066245,127.046038485838
2437,서울특별시 중랑구 면목동,1500,1500,0,두산1,84.87,201811,15,"48,000",-,14,-,-,1993,사가정로41길 9,-,-,-,-,서울특별시 중랑구 ,서울특별시 중랑구  사가정로41길 9,37.5816522208885,127.083981519364
2438,서울특별시 중랑구 면목동,1502,1502,0,현대,84.81,201811,15,"45,000",-,7,-,-,1994,용마산로 252,-,-,-,-,서울특별시 중랑구 ,서울특별시 중랑구  용마산로 252,37.5751759965089,127.089222458333
2439,서울특별시 중랑구 묵동,13,13,0,신내,39.84,201811,15,"28,500",-,10,-,-,1996,숙선옹주로 91,-,-,-,-,서울특별시 중랑구 ,서울특별시 중랑구  숙선옹주로 91,37.6172653669997,127.085544432545
2440,서울특별시 중랑구 상봉동,500,500,0,프레미어스엠코,107.12,201811,15,"80,700",-,24,-,-,2013,망우로 353,-,-,-,-,서울특별시 중랑구 ,서울특별시 중랑구  망우로 353,37.5983328190955,127.091624142481
2441,서울특별시 송파구 잠실동,175-4,175,4,잠실월드메르디앙,82.01,201811,15,"98,000",-,11,-,-,2005,올림픽로 74,-,-,-,-,서울특별시 송파구 ,서울특별시 송파구  올림픽로 74,37.5113715616315,127.078828856299
2442,서울특별시 강남구 대치동,670,670,0,동부센트레빌,161.47,201811,15,"323,000",-,18,-,-,2005,선릉로 206,-,-,-,-,서울특별시 강남구 ,서울특별시 강남구  선릉로 206,37.4914644228405,127.055641674701
2443,서울특별시 강남구 개포동,185,185,0,개포주공7단지,73.26,201811,15,"162,000",-,11,-,-,1983,개포로 516,-,-,-,-,서울특별시 강남구 ,서울특별시 강남구  개포로 516,37.4891406792843,127.070871480537
2444,서울특별시 강남구 일원동,735,735,0,가람,84.95,201811,15,"160,400",-,4,-,-,1993,일원로 127,-,-,-,-,서울특별시 강남구 ,서울특별시 강남구  일원로 127,37.4831592916235,127.085383839812
2445,서울특별시 송파구 방이동,May-48,48,5,현대주상복합,30.8,201811,15,"20,500",-,5,-,-,1998,오금로11길 55,-,-,-,-,서울특별시 송파구 ,서울특별시 송파구  오금로11길 55,37.5154937300715,127.113299840522
2446,서울특별시 강동구 길동,160,160,0,신동아,61.12,201811,15,"56,200",-,1,-,-,1983,천중로 264,-,-,-,-,서울특별시 강동구 ,서울특별시 강동구  천중로 264,37.5396196848963,127.149551483961
2447,서울특별시 강동구 암사동,493-14,493,14,중앙하이츠,52.94,201811,15,"37,300",-,2,-,-,1998,올림픽로98가길 47,-,-,-,-,서울특별시 강동구 ,서울특별시 강동구  올림픽로98가길 47,37.550909200962,127.131611021266
2448,서울특별시 송파구 문정동,150,150,0,올림픽훼밀리타운,117.585,201811,15,"137,500",-,2,-,-,1988,중대로 24,-,-,-,-,서울특별시 송파구 ,서울특별시 송파구  중대로 24,37.488125746629,127.111059136873
2449,서울특별시 송파구 문정동,May-68,68,5,자이파인빌(102동),69.44,201811,15,"46,500",-,5,-,-,2006,송파대로14길 12,-,-,-,-,서울특별시 송파구 ,서울특별시 송파구  송파대로14길 12,37.4835072156872,127.125258766117
2450,서울특별시 서대문구 홍은동,186-1,186,1,홍은미성,127.33,201811,15,"46,000",-,8,-,-,1985,연희로41길 114,-,-,-,-,서울특별시 서대문구 ,서울특별시 서대문구  연희로41길 114,37.5940633704377,126.935625566001
2451,서울특별시 강서구 화곡동,381-7,381,7,태경(381-7),68.09,201811,15,"17,000",-,6,-,-,2001,강서로29길 32,-,-,-,-,서울특별시 강서구 ,서울특별시 강서구  강서로29길 32,37.5393078521724,126.840068297268
2452,서울특별시 은평구 응암동,90-23,90,23,조이팰리스(90-23),84.32,201811,15,"44,000",-,10,-,-,2003,은평로 103,-,-,-,-,서울특별시 은평구 ,서울특별시 은평구  은평로 103,37.6000527358818,126.919255288821
2453,서울특별시 양천구 신월동,987-1,987,1,신월시영,43.2,201811,15,"29,500",-,10,-,-,1988,신월로 99,-,-,-,-,서울특별시 양천구 ,서울특별시 양천구  신월로 99,37.5184159016956,126.835157228112
2454,서울특별시 마포구 창전동,437,437,0,창전래미안,59.94,201811,15,"72,500",-,15,-,-,1998,서강로 95,-,-,-,-,서울특별시 마포구 ,서울특별시 마포구  서강로 95,37.5520441337502,126.932100095013
2455,서울특별시 서대문구 북가좌동,418-22,418,22,한울뉴타운,74.04,201811,15,"39,500",-,6,-,-,2004,응암로 42,-,-,-,-,서울특별시 서대문구 ,서울특별시 서대문구  응암로 42,37.5771580429151,126.909292289103
2456,서울특별시 마포구 도화동,82,82,0,우성,68.94,201811,14,"74,000",-,7,-,-,1991,삼개로 33,-,-,-,-,서울특별시 마포구 ,서울특별시 마포구  삼개로 33,37.5366444690313,126.947751367289
2457,서울특별시 양천구 신월동,136-8,136,8,우영아파트,84.06,201811,14,"35,800",-,4,-,-,2008,남부순환로59길 3,-,-,-,-,서울특별시 양천구 ,서울특별시 양천구  남부순환로59길 3,37.532135959813,126.831560813715
2458,서울특별시 은평구 신사동,140-1,140,1,미성,63.53,201811,14,"34,000",-,3,-,-,1987,증산로15길 35-10,-,-,-,-,서울특별시 은평구 ,서울특별시 은평구  증산로15길 35-10,37.5895152217591,126.907740493268
2459,서울특별시 서대문구 천연동,145,145,0,천연뜨란채,57.78,201811,14,"67,000",-,14,-,-,2006,독립문로8길 54,-,-,-,-,서울특별시 서대문구 ,서울특별시 서대문구  독립문로8길 54,37.5687909291458,126.958474382973
2460,서울특별시 은평구 응암동,360-15,360,15,명진,90.52,201811,14,"36,000",-,3,-,-,2004,응암로16길 8-13,-,-,-,-,서울특별시 은평구 ,서울특별시 은평구  응암로16길 8-13,37.591095041596,126.918804358717
2461,서울특별시 은평구 응암동,577-16,577,16,명남더블레스,51.28,201811,14,"36,500",-,10,-,-,2012,응암로 215,-,-,-,-,서울특별시 은평구 ,서울특별시 은평구  응암로 215,37.5912237488191,126.917055760123
2462,서울특별시 강서구 화곡동,1139,1139,0,초록,49.77,201811,14,"40,000",-,3,-,-,1998,강서로45다길 30-27,-,-,-,-,서울특별시 강서구 ,서울특별시 강서구  강서로45다길 30-27,37.5453154078179,126.833078146639
2463,서울특별시 서대문구 북가좌동,481,481,0,DMC래미안e편한세상,84.95,201811,14,"99,000",-,6,-,-,2012,수색로 100,-,-,-,-,서울특별시 서대문구 ,서울특별시 서대문구  수색로 100,37.5747334832097,126.907916083955
2464,서울특별시 서대문구 남가좌동,377,377,0,DMC래미안클라시스,59.93,201811,14,"54,600",-,11,-,-,2000,증가로 191,-,-,-,-,서울특별시 서대문구 ,서울특별시 서대문구  증가로 191,37.5784968293823,126.917392296871
2465,서울특별시 양천구 목동,901,901,0,목동신시가지1,65.34,201811,14,"111,500",-,5,-,-,1985,목동서로 38,-,-,-,-,서울특별시 양천구 ,서울특별시 양천구  목동서로 38,37.5412913406969,126.87850378726
2466,서울특별시 마포구 상암동,1752,1752,0,상암월드컵파크9단지,84.94,201811,14,"76,000",-,7,-,-,2010,월드컵북로 501,-,-,-,-,서울특별시 마포구 ,서울특별시 마포구  월드컵북로 501,37.584799731744,126.878170672181
2467,서울특별시 강서구 화곡동,920-15,920,15,남광아파트,43.85,201811,14,"25,000",-,2,-,-,2017,곰달래로18길 3,-,-,-,-,서울특별시 강서구 ,서울특별시 강서구  곰달래로18길 3,37.5299920040428,126.841501809068
2468,서울특별시 서대문구 홍제동,156-200,156,200,고은,62.48,201811,14,"30,500",-,4,-,-,1975,모래내로 453,-,-,-,-,서울특별시 서대문구 ,서울특별시 서대문구  모래내로 453,37.5857462891939,126.945027997739
2469,서울특별시 양천구 목동,912,912,0,목동신시가지5,142.51,201811,14,"208,000",-,11,-,-,1986,목동동로 350,-,-,-,-,서울특별시 양천구 ,서울특별시 양천구  목동동로 350,37.5351566093996,126.881874415824
2470,서울특별시 서대문구 홍은동,455,455,0,홍은동벽산,58.64,201811,14,"43,000",-,9,-,-,1997,세검정로1길 95,-,-,-,-,서울특별시 서대문구 ,서울특별시 서대문구  세검정로1길 95,37.5959199688468,126.94569176914
2471,서울특별시 강서구 화곡동,1009-8,1009,8,타워빌,84.04,201811,14,"52,500",-,8,-,-,2001,강서로43길 28,-,-,-,-,서울특별시 강서구 ,서울특별시 강서구  강서로43길 28,37.5472398030067,126.834645998953
2472,서울특별시 마포구 대흥동,12-41,12,41,서희스타힐스,12.85,201811,14,"20,800",-,19,-,-,2014,신촌로 160,-,-,-,-,서울특별시 마포구 ,서울특별시 마포구  신촌로 160,37.5563084215036,126.943285123977
2473,서울특별시 용산구 용산동5가,24-1,24,1,용산파크타워(24-1),180.62,201811,14,"280,000",-,34,-,-,2009,서빙고로 69,-,-,-,-,서울특별시 용산구 ,서울특별시 용산구  서빙고로 69,37.5237113460813,126.972351473155
2474,서울특별시 중랑구 면목동,472-8,472,8,아람플러스,84.975,201811,14,"41,500",-,8,-,-,2009,면목로44길 28,-,-,-,-,서울특별시 중랑구 ,서울특별시 중랑구  면목로44길 28,37.5808876739048,127.089807673098
2475,서울특별시 종로구 창신동,232,232,0,두산,59.95,201811,14,"59,800",-,5,-,-,1999,지봉로5길 7,-,-,-,-,서울특별시 종로구 ,서울특별시 종로구  지봉로5길 7,37.5740774336835,127.013834360919
2476,서울특별시 종로구 창신동,232,232,0,두산,84.9,201811,14,"70,000",-,13,-,-,1999,지봉로5길 7,-,-,-,-,서울특별시 종로구 ,서울특별시 종로구  지봉로5길 7,37.5740774336835,127.013834360919
2477,서울특별시 중랑구 면목동,1519,1519,0,신성,59.91,201811,14,"36,400",-,12,-,-,1998,중랑천로 43,-,-,-,-,서울특별시 중랑구 ,서울특별시 중랑구  중랑천로 43,37.5892833117345,127.072500066072
2478,서울특별시 동대문구 장안동,555-1,555,1,한신아파트,84.9,201811,14,"50,500",-,11,-,-,1996,사가정로 245-3,-,-,-,-,서울특별시 동대문구 ,서울특별시 동대문구  사가정로 245-3,37.5798551673636,127.072309786658
2479,서울특별시 동대문구 장안동,440-3,440,3,상록파라브3차,84.37,201811,14,"46,000",-,8,-,-,2010,장안벚꽃로 35,-,-,-,-,서울특별시 동대문구 ,서울특별시 동대문구  장안벚꽃로 35,37.5638587718587,127.072376835238
2480,서울특별시 성동구 성수동1가,685-696,685,696,갤러리아포레,170.98,201811,14,"277,000",-,15,-,-,2011,서울숲2길 32-14,-,-,-,-,서울특별시 성동구 ,서울특별시 성동구  서울숲2길 32-14,37.5456773286722,127.042914714267
2481,서울특별시 중랑구 묵동,170-1,170,1,묵동자이(2단지),101.91,201811,14,"64,900",-,14,-,-,2010,동일로 932,-,-,-,-,서울특별시 중랑구 ,서울특별시 중랑구  동일로 932,37.6138393830212,127.077557139207
2482,서울특별시 동대문구 장안동,354-2,354,2,래미안장안,84.774,201811,14,"64,000",-,3,-,-,2003,장한로14길 81,-,-,-,-,서울특별시 동대문구 ,서울특별시 동대문구  장한로14길 81,37.5668181232225,127.072180369911
2483,서울특별시 광진구 광장동,576,576,0,광장현대9단지,84.96,201811,14,"100,300",-,14,-,-,1999,아차산로69길 19,-,-,-,-,서울특별시 광진구 ,서울특별시 광진구  아차산로69길 19,37.5430014972726,127.097967267252
2484,서울특별시 강북구 미아동,1357,1357,0,삼각산아이원,84.705,201811,14,"53,200",-,5,-,-,2003,삼양로19길 113,-,-,-,-,서울특별시 강북구 ,서울특별시 강북구  삼양로19길 113,37.6170555597064,127.017723289038
2485,서울특별시 노원구 중계동,358-2,358,2,주공4,59.39,201811,14,"42,000",-,14,-,-,1991,덕릉로76길 29,-,-,-,-,서울특별시 노원구 ,서울특별시 노원구  덕릉로76길 29,37.6558199303153,127.076114066791
2486,서울특별시 강북구 수유동,648,648,0,수유벽산2차,57.46,201811,14,"31,900",-,14,-,-,1994,삼각산로 143-1,-,-,-,-,서울특별시 강북구 ,서울특별시 강북구  삼각산로 143-1,37.6426557894829,127.01963902071
2487,서울특별시 도봉구 쌍문동,730,730,0,대우파크힐(쌍문동이안),126.379,201811,14,"52,000",-,3,-,-,2004,시루봉로 8,-,-,-,-,서울특별시 도봉구 ,서울특별시 도봉구  시루봉로 8,37.6510930297809,127.029296985162
2488,서울특별시 도봉구 쌍문동,산69-1,69,1,금호2,71.98,201811,14,"36,000",-,11,-,-,1991,해등로 241-14,-,-,-,-,서울특별시 도봉구 ,서울특별시 도봉구  해등로 241-14,37.6568965220212,127.029683557763
