"사용일자","호선명","역명","승차총승객수","하차총승객수","등록일자"
"20241120","경부선","천안","7557","6585","20241123"
"20241120","7호선","천왕","13416","12980","20241123"
"20241120","5호선","천호(풍납토성)","20943","20920","20241123"
"20241120","8호선","천호(풍납토성)","18780","21021","20241123"
"20241120","7호선","철산","23664","24225","20241123"
"20241120","6호선","청구","4416","4367","20241123"
"20241120","5호선","청구","4532","4098","20241123"
"20241120","7호선","청담","21594","23544","20241123"
"20241120","공항철도 1호선","청라국제도시","8421","7928","20241123"
"20241120","경원선","청량리(서울시립대입구)","16624","17260","20241123"
"20241120","1호선","청량리(서울시립대입구)","23950","23587","20241123"
"20241120","분당선","청명","5171","5105","20241123"
"20241120","경원선","청산","127","110","20241123"
"20241120","경춘선","청평","1757","1693","20241123"
"20241120","경강선","초월","4153","3870","20241123"
"20241120","안산선","초지","5879","5829","20241123"
"20241120","4호선","총신대입구(이수)","21633","23430","20241123"
"20241120","경춘선","춘천","1710","1496","20241123"
"20241120","3호선","충무로","14","0","20241123"
"20241120","4호선","충무로","36914","37106","20241123"
"20241120","2호선","충정로(경기대입구)","12338","12807","20241123"
"20241120","5호선","충정로(경기대입구)","5791","6015","20241123"
"20241120","경의선","탄현","8339","8011","20241123"
"20241120","장항선","탕정","1972","1760","20241123"
"20241120","7호선","태릉입구","9798","9222","20241123"
"20241120","6호선","태릉입구","6465","7355","20241123"
"20241120","분당선","태평","14027","13561","20241123"
"20241120","경춘선","퇴계원","3847","3577","20241123"
"20241120","경의선","파주","1707","1339","20241123"
"20241120","경강선","판교","6509","6300","20241123"
"20241120","중앙선","팔당","808","822","20241123"
"20241120","경춘선","평내호평","7278","7008","20241123"
"20241120","과천선","평촌","20389","19597","20241123"
"20241120","경부선","평택","13633","13373","20241123"
"20241120","경부선","평택지제","4347","4228","20241123"
"20241120","경의선","풍산","6590","6255","20241123"
"20241120","7호선","하계","21138","19986","20241123"
"20241120","5호선","하남검단산","7261","6942","20241123"
"20241120","5호선","하남시청(덕풍?신장)","9442","8842","20241123"
"20241120","5호선","하남풍산","5186","5169","20241123"
"20241120","7호선","학동","27382","28105","20241123"
"20241120","3호선","학여울","2287","2272","20241123"
"20241120","6호선","한강진","10722","12424","20241123"
"20241120","경의선","한국항공대","3859","3559","20241123"
"20241120","경원선","한남","3992","3795","20241123"
"20241120","안산선","한대앞","11061","11190","20241123"
"20241120","4호선","한성대입구(삼선교)","16788","16241","20241123"
"20241120","9호선2~3단계","한성백제","3480","3060","20241123"
"20241120","2호선","한양대","15474","16868","20241123"
"20241120","분당선","한티","17364","19330","20241123"
"20241120","6호선","합정","14027","13589","20241123"
"20241120","2호선","합정","32479","34745","20241123"
"20241120","5호선","행당","9172","8257","20241123"
"20241120","경의선","행신","8937","8703","20241123"
"20241120","4호선","혜화","40793","40469","20241123"
"20241120","수인선","호구포","4389","4517","20241123"
"20241120","공항철도 1호선","홍대입구","13963","13488","20241123"
"20241120","2호선","홍대입구","68111","73047","20241123"
"20241120","경의선","홍대입구","2094","2466","20241123"
"20241120","3호선","홍제","19632","19237","20241123"
"20241120","우이신설선","화계","4120","3997","20241123"
"20241120","5호선","화곡","31432","29514","20241123"
"20241120","6호선","화랑대(서울여대입구)","14433","11618","20241123"
"20241120","경부선","화서","11953","11542","20241123"
"20241120","일산선","화정","18908","19314","20241123"
"20241120","중앙선","회기","30553","29262","20241123"
"20241120","경원선","회룡","13982","13945","20241123"
"20241120","4호선","회현(남대문시장)","31680","31646","20241123"
"20241120","6호선","효창공원앞","8830","8317","20241123"
"20241120","경의선","효창공원앞","3918","4177","20241123"
"20241120","9호선","흑석(중앙대입구)","11248","11502","20241123"
"20241119","우이신설선","4.19민주묘지","4554","4487","20241122"
"20241119","경원선","가능","6909","6623","20241122"
"20241119","8호선","가락시장","9599","10462","20241122"
"20241119","3호선","가락시장","10323","10037","20241122"
"20241119","경부선","가산디지털단지","20813","23843","20241122"
"20241119","7호선","가산디지털단지","51258","51297","20241122"
"20241119","9호선","가양","24953","24704","20241122"
"20241119","우이신설선","가오리","4678","4734","20241122"
"20241119","경의선","가좌","6521","6289","20241122"
"20241119","분당선","가천대","13198","13483","20241122"
"20241119","경춘선","가평","1940","1914","20241122"
"20241119","경인선","간석","6013","5813","20241122"
"20241119","경춘선","갈매","3150","2732","20241122"
"20241119","2호선","강남","87038","85048","20241122"
"20241119","7호선","강남구청","19224","20948","20241122"
"20241119","분당선","강남구청","10624","12416","20241122"
"20241119","5호선","강동","20701","20255","20241122"
"20241119","8호선","강동구청","12187","12704","20241122"
"20241119","경의선","강매","3586","3059","20241122"
"20241119","2호선","강변(동서울터미널)","27976","25569","20241122"
"20241119","5호선","강일","6954","6485","20241122"
"20241119","경춘선","강촌","575","581","20241122"
"20241119","5호선","개롱","7485","7742","20241122"
"20241119","경인선","개봉","22947","22910","20241122"
"20241119","분당선","개포동","4727","4948","20241122"
"20241119","9호선","개화","3234","2195","20241122"
"20241119","5호선","개화산","6808","6570","20241122"
"20241119","5호선","거여","11655","11333","20241122"
"20241119","2호선","건대입구","37564","38857","20241122"
"20241119","7호선","건대입구","15156","15222","20241122"
"20241119","공항철도 1호선","검암","6897","7132","20241122"
"20241119","경강선","경기광주","8733","8423","20241122"
"20241119","과천선","경마공원","1810","1821","20241122"
"20241119","3호선","경복궁(정부서울청사)","26291","25825","20241122"
"20241119","3호선","경찰병원","8482","8523","20241122"
"20241119","공항철도 1호선","계양","14677","14124","20241122"
"20241119","5호선","고덕","12105","11636","20241122"
"20241119","6호선","고려대(종암)","10730","10337","20241122"
"20241119","수인선","고색","6395","6004","20241122"
"20241119","9호선","고속터미널","15061","19633","20241122"
"20241119","3호선","고속터미널","45804","43174","20241122"
"20241119","7호선","고속터미널","17640","15776","20241122"
"20241119","안산선","고잔","9907","9497","20241122"
"20241119","경의선","곡산","674","708","20241122"
"20241119","경강선","곤지암","2673","2535","20241122"
"20241119","6호선","공덕","21741","21190","20241122"
"20241119","5호선","공덕","16800","17480","20241122"
"20241119","경의선","공덕","4240","3521","20241122"
"20241119","공항철도 1호선","공덕","3287","4091","20241122"
"20241119","7호선","공릉(서울과학기술대)","13927","13783","20241122"
"20241119","9호선","공항시장","3271","3511","20241122"
"20241119","공항철도 1호선","공항화물청사","2291","2379","20241122"
"20241119","과천선","과천","7351","6735","20241122"
"20241119","경부선","관악","7671","7370","20241122"
"20241119","신림선","관악산(서울대)","3419","3546","20241122"
"20241119","5호선","광나루(장신대)","12909","12110","20241122"
"20241119","경부선","광명","3942","3526","20241122"
"20241119","7호선","광명사거리","22238","21718","20241122"
"20241119","경원선","광운대","9897","9733","20241122"
"20241119","5호선","광화문(세종문화회관)","37211","39567","20241122"
"20241119","6호선","광흥창(서강)","10764","10258","20241122"
"20241119","3호선","교대(법원.검찰청)","19482","11677","20241122"
"20241119","2호선","교대(법원.검찰청)","36358","42962","20241122"
"20241119","경부선","구로","18870","19661","20241122"
"20241119","2호선","구로디지털단지","63842","63937","20241122"
"20241119","분당선","구룡","3908","3857","20241122"
"20241119","중앙선","구리","8977","9277","20241122"
"20241119","9호선","구반포","1571","1617","20241122"
"20241119","6호선","구산","9494","6985","20241122"
"20241119","분당선","구성","7386","7457","20241122"
"20241119","2호선","구의(광진구청)","28420","27713","20241122"
"20241119","경인선","구일","7367","7398","20241122"
"20241119","3호선","구파발","24199","23361","20241122"
"20241119","중앙선","국수","702","684","20241122"
"20241119","9호선","국회의사당","21053","21444","20241122"
"20241119","7호선","군자(능동)","16352","13209","20241122"
"20241119","5호선","군자(능동)","13025","14150","20241122"
"20241119","경부선","군포","7821","7660","20241122"
"20241119","경춘선","굴봉산","96","90","20241122"
"20241119","5호선","굽은다리(강동구민회관앞)","10576","10089","20241122"
"20241119","경춘선","금곡","1671","1671","20241122"
"20241119","경의선","금릉","5746","5394","20241122"
"20241119","경부선","금정","30663","31702","20241122"
"20241119","경부선","금천구청","11728","12007","20241122"
"20241119","경의선","금촌","7069","6646","20241122"
"20241119","3호선","금호","8833","8327","20241122"
"20241119","분당선","기흥","12346","11636","20241122"
"20241119","5호선","길동","9274","9571","20241122"
"20241119","4호선","길음","25024","25437","20241122"
"20241119","경춘선","김유정","376","366","20241122"
"20241119","9호선","김포공항","6413","10702","20241122"
"20241119","서해선","김포공항","2787","4160","20241122"
"20241119","5호선","김포공항","12247","7932","20241122"
"20241119","공항철도 1호선","김포공항","9871","5574","20241122"
"20241119","5호선","까치산","30109","29259","20241122"
"20241119","2호선","낙성대(강감찬)","30064","29678","20241122"
"20241119","7호선","남구로","16644","17471","20241122"
"20241119","수인선","남동인더스파크","2535","2842","20241122"
"20241119","3호선","남부터미널(예술의전당)","32683","33416","20241122"
"20241119","7호선","남성","12837","12217","20241122"
"20241119","경부선","남영","10728","11569","20241122"
"20241119","8호선","남위례","8563","8526","20241122"
"20241119","경춘선","남춘천","2620","2677","20241122"
"20241119","4호선","남태령","1532","1390","20241122"
"20241119","8호선","남한산성입구(성남법원.검찰청)","16058","15017","20241122"
"20241119","7호선","내방","17022","17024","20241122"
"20241119","9호선","노들","5439","4512","20241122"
"20241119","9호선","노량진","28938","28256","20241122"
"20241119","경부선","노량진","9345","9758","20241122"
"20241119","4호선","노원","22746","25735","20241122"
